movie_index,budget,popularity,runtime,revenue,collection_revenue_mean,genre_revenue_mean_monthly,genre_revenue_mean_overall,origlang_revenue_mean,prod_revenue_mean,keyword_revenue_mean,cast_revenue_mean,producer_revenue_mean,executive producer_revenue_mean,director_revenue_mean,screenplay_revenue_mean,director of photography_revenue_mean,original music composer_revenue_mean,writer_revenue_mean
1366,250000,4.281631,99.0,56825,43302248.336739436,103169322.04221492,56233655.037743054,74890278.83246753,56825.0,32575697.25837159,18983839.62962963,111049.83333333333,56825.0,279791.5,96116219.25723067,56825.0,87510819.76303792,56825.0
2595,0,3.485214,112.0,66559,43302248.336739436,40817228.55263158,44184866.85882567,124792.66666666667,10632642.9625,11148235.858267717,20654990.2,84061698.12451862,108844943.57861853,66559.0,66559.0,18033279.5,87510819.76303792,46244868.8251073
1077,0,6.437916,98.0,15000,43302248.336739436,20842545.46236559,44154931.81765135,74890278.83246753,8995326.125,42798862.90443358,26897801.23138047,84061698.12451862,108844943.57861853,15000.0,15000.0,43557724.5,87510819.76303792,46244868.8251073
2211,0,7.696022999999999,85.0,29326868,43302248.336739436,77428601.5,62890956.44336569,74890278.83246753,50578411.40909091,36713435.19489177,51435484.86111111,84061698.12451862,108844943.57861853,34958434.0,96116219.25723067,77831515.49917515,87510819.76303792,34958434.0
44,6000000,9.383088,92.0,1020921,43302248.336739436,28902276.666666668,44154931.81765135,74890278.83246753,10057415.416666666,87705136.08205129,35653208.42422889,976881.6,108844943.57861853,4131050.5,1020921.0,1020921.0,1020921.0,46244868.8251073
929,0,5.093586,99.0,641,43302248.336739436,101527830.17345399,107668704.18625253,74890278.83246753,641.0,204074563.0,105694904.65,641.0,108844943.57861853,641.0,96116219.25723067,77831515.49917515,87510819.76303792,641.0
97,2500000,2.942355,98.0,3358,43302248.336739436,86470109.34024335,74376520.84330869,17297053.666666668,10276019.538888888,11148235.858267717,53717866.777777776,84061698.12451862,108844943.57861853,3358.0,3358.0,72936267.57142857,3358.0,46244868.8251073
1887,15000000,11.440947999999999,100.0,133432856,43302248.336739436,60725826.1442456,53886310.991197295,74890278.83246753,110672699.82142857,94560369.23589744,118492945.2478606,133299642.0,133432856.0,133432856.0,96116219.25723067,66729500.0,133432856.0,133432856.0
2791,40000000,7.196688000000001,96.0,145896422,43302248.336739436,56213576.365079366,54161496.846851975,74890278.83246753,117466406.15806451,80577604.74761905,141435374.45229942,145896422.0,132492045.16666667,145896422.0,145896422.0,81539191.0,145896422.0,46244868.8251073
2393,5000000,4.281103,129.0,7338987,7338987.0,72185562.58118089,70152560.16322856,29099033.03125,38635687.0,82183517.98342106,17267891.67777778,7338987.0,7338987.0,7338987.0,7338987.0,7338987.0,7338987.0,46244868.8251073
1394,50000000,7.579855,83.0,151165787,151165787.0,98209822.83469197,132427382.42529052,74890278.83246753,188803149.0888158,254593615.72061402,135978101.12049797,151165787.0,524745971.125,151165787.0,85732893.5,77831515.49917515,87510819.76303792,46244868.8251073
1658,12500000,9.543004,100.0,49002684,43302248.336739436,56432649.93650794,58752000.57797027,74890278.83246753,52344852.5,183746135.71875,82288210.16098486,67958842.0,44616664.0,33274114.666666668,30475319.0,77831515.49917515,87510819.76303792,46244868.8251073
2240,19500000,5.326716,172.0,91000000,91000000.0,110173777.04532827,80031713.48233087,23938687.175,43391969.333333336,89626504.08596492,147752273.8611111,60125798.0,91000000.0,91000000.0,96116219.25723067,91000000.0,135200000.0,91000000.0
965,800000,11.322173,121.0,921548,43302248.336739436,26691468.58119658,42046170.64417579,16740673.782608695,921548.0,59303193.46356209,921548.0,921548.0,921548.0,921548.0,96116219.25723067,921548.0,23132749.888888888,921548.0
689,0,4.352904,122.0,11294,43302248.336739436,20842545.46236559,44154931.81765135,74890278.83246753,6161356.5,44455733.844444446,21113027.388095237,84061698.12451862,108844943.57861853,267788.3333333333,96116219.25723067,77831515.49917515,87510819.76303792,11294.0
427,6000000,5.414213,89.0,18197398,18197398.0,42417734.47356664,100085641.1777498,74890278.83246753,80001425.17732558,64436354.56885662,49318219.5436508,84061698.12451862,108844943.57861853,18197398.0,28662525.0,77831515.49917515,87510819.76303792,46244868.8251073
2652,0,3.918878,124.0,6800000,43302248.336739436,95478914.31371611,76397901.70513333,74890278.83246753,22700000.0,84002497.04444444,12647963.02910053,13400000.0,108844943.57861853,17750236.777777776,7819526.75,15772900.166666666,87510819.76303792,46244868.8251073
116,25000000,5.00725,86.0,41604473,43302248.336739436,127613068.63504465,87290330.20141257,74890278.83246753,114027206.39130434,111956418.34718406,72609991.18636364,68309883.48148148,46478798.06666666,54544667.333333336,50084127.5,40995371.666666664,51785308.2,46244868.8251073
2323,195000000,4.5035050000000005,154.0,1123746996,818674036.75,251348358.32337454,135214877.02860567,74890278.83246753,623911946.4153912,533422038.2942212,577794989.4181554,726033805.6409523,487419550.09375,488344056.625,570832509.5,387781886.625,365959856.6666667,46244868.8251073
2442,3000000,4.947043,95.0,14418922,43302248.336739436,77204732.5263323,79494119.40980627,74890278.83246753,14418922.0,89780209.1388889,21709580.292483658,14418922.0,14418922.0,14418922.0,96116219.25723067,27812010.5,14418922.0,14418922.0
2476,132000000,22.201607,92.0,373552094,373552094.0,169567302.35003006,132427382.42529051,74890278.83246753,378511214.0,356261237.0648148,319409409.2647436,84061698.12451862,108844943.57861853,373552094.0,373552094.0,77831515.49917515,87510819.76303792,46244868.8251073
2196,0,0.8762969999999999,102.0,346297,43302248.336739436,39234748.31055233,74719004.67831518,74890278.83246753,13433693.4,60116704.21623219,19562642.785996057,22952933.11111111,346297.0,924041.0,346297.0,77831515.49917515,87510819.76303792,46244868.8251073
2333,0,7.032964,93.0,111996,43302248.336739436,34477806.98795181,62890956.44336569,74890278.83246753,571619.5,13320013.2733396,40935253.68993388,4560180.233333333,108844943.57861853,1879495.0,111996.0,77831515.49917515,87510819.76303792,46244868.8251073
2808,5300000,3.003526,168.0,22175908,43302248.336739436,97222702.97479263,69692514.68688011,23938687.175,43391969.333333336,41683518.93777778,27152467.697916664,84061698.12451862,108844943.57861853,22175908.0,19587954.0,22175908.0,87510819.76303792,46244868.8251073
1291,15000000,4.079853,96.0,12308521,43302248.336739436,84494499.0604605,53886310.991197295,74890278.83246753,115378927.05494505,18642031.5,54761606.73391053,56695334.666666664,12308521.0,79855932.75,64715255.333333336,12308521.0,10102473.5,46244868.8251073
1399,55000000,12.202063,116.0,18626419,43302248.336739436,55078476.86982571,57480991.83044257,74890278.83246753,70018883.46899225,25471088.430985916,63337537.752301596,37702875.0,45545952.0,134705876.75,18626419.0,411712535.5,331688849.3333333,46244868.8251073
80,1500000,6.636625,102.0,779820,43302248.336739436,40915306.10219213,61748241.6509762,74890278.83246753,9901268.95,28689726.71208791,23894850.21394009,2079936.75,19189298.533333335,8804682.5,96116219.25723067,779820.0,87510819.76303792,779820.0
1809,0,1.5120129999999998,150.0,217201,43302248.336739436,665433.125,3432033.3872320596,74890278.83246753,217201.0,27027914.18969298,217201.0,217201.0,108844943.57861853,217201.0,217201.0,217201.0,87510819.76303792,46244868.8251073
1606,6000000,7.217205,111.0,5809330,43302248.336739436,20842545.46236559,44154931.81765135,16740673.782608695,5809330.0,11148235.858267717,14208705.348484846,84061698.12451862,108844943.57861853,5809330.0,96116219.25723067,77831515.49917515,87510819.76303792,5809330.0
556,0,4.854436,90.0,600000,43302248.336739436,101074277.19650123,91559540.52981322,74890278.83246753,33165906.93902439,39701794.7224825,7264449.151219512,2868666.6666666665,108844943.57861853,2868666.6666666665,600000.0,600000.0,600000.0,46244868.8251073
1236,7000000,15.280219,90.0,7644937,43302248.336739436,62007727.91168091,49383988.2651131,74890278.83246753,36052164.083333336,33559937.67361008,36715802.77246032,13262127.357142858,7644937.0,7644937.0,96116219.25723067,77831515.49917515,87510819.76303792,7644937.0
203,55000000,7.7132309999999995,91.0,110000000,43302248.336739436,65617589.13302097,118720633.10557997,74890278.83246753,97015045.24390244,163835763.50263888,92532103.7390609,84061698.12451862,108844943.57861853,203569007.0,110000000.0,77831515.49917515,87510819.76303792,110000000.0
1059,0,13.311827,102.0,1108462,43302248.336739436,36206339.602650605,58452755.50628394,74890278.83246753,2955641.3333333335,36843016.54875212,9553296.523188407,70565913.14285715,108844943.57861853,6699560.75,114345577.5,93372411.0,94084790.57142857,46244868.8251073
1599,150000000,1.456541,107.0,373062864,394251768.5,155211018.4784158,118489252.33591297,74890278.83246753,242107413.2436039,235972691.82958296,329502525.19285226,313900436.1111111,108844943.57861853,195883729.5,116935471.5,77831515.49917515,87510819.76303792,195285691.0
2599,0,1.196669,90.0,7241180,43302248.336739436,39952539.27586207,32446967.325131122,74890278.83246753,7241180.0,11148235.858267717,43187417.28903509,84061698.12451862,108844943.57861853,4131050.5,96116219.25723067,77831515.49917515,87510819.76303792,24803380.5
1589,35000000,8.155603999999999,112.0,23083334,43302248.336739436,71842994.25,53552879.17168285,74890278.83246753,75743568.69274376,57964944.491240986,65753331.48612369,214879413.44047618,23083334.0,82967265.5,96116219.25723067,81539191.0,82967265.5,23083334.0
1152,150000000,5.587707,144.0,709709780,818674036.75,251348358.32337454,135214877.0286057,74890278.83246753,451748364.09389484,400337265.244771,425379135.25912297,626605508.0511905,616206413.6302084,488344056.625,259841737.0,216442082.4,87510819.76303792,46244868.8251073
1055,17000000,6.5900929999999995,98.0,14899417,43302248.336739436,99086072.27070363,53886310.991197295,74890278.83246753,33974402.61666667,19202035.07142857,58339942.12170329,27662153.555555556,14899417.0,417290209.0,96116219.25723067,14788305.0,14899417.0,14899417.0
2667,32000000,11.204539,139.0,54674226,43302248.336739436,161937302.2337963,93287554.65644473,74890278.83246753,44407812.92680776,103286954.90963665,62874678.61011905,75896985.17023809,28574113.0,21560384.5,96116219.25723067,44749629.85714286,146179716.6153846,18568508.333333332
841,10721568,1.68625,122.0,2978994,43302248.336739436,49753494.817204304,44154931.81765135,23938687.175,2609245.5,67584627.8328125,5740458.638888889,2978994.0,108844943.57861853,2978994.0,2978994.0,2978994.0,2978994.0,46244868.8251073
2724,32000000,3.406836,75.0,3566637,43302248.336739436,113074239.67827731,100285597.17533882,74890278.83246753,141649615.76666668,113208124.89995591,24463684.05,84061698.12451862,108844943.57861853,3566637.0,32923774.7,77831515.49917515,87510819.76303792,3566637.0
1325,0,0.689004,80.0,235432,43302248.336739436,37732347.59259259,44154931.81765135,6525915.136363637,3832819.9930555555,36488596.998296924,365507.26666666666,84061698.12451862,108844943.57861853,235432.0,235432.0,77831515.49917515,87510819.76303792,46244868.8251073
318,115000000,15.232738000000001,109.0,286140700,43302248.336739436,63654615.454077065,86141077.69422024,74890278.83246753,183199786.7292359,194997751.170398,202217684.45833334,214153732.0952381,193736831.0,200453286.33333334,96116219.25723067,200453286.33333334,286140700.0,195270124.0
1912,0,0.077653,75.0,67821,43302248.336739436,2952750.1666666665,3432033.3872320596,74890278.83246753,3832819.9930555555,11148235.858267717,73214122.21022727,84061698.12451862,108844943.57861853,67821.0,96116219.25723067,77831515.49917515,87510819.76303792,67821.0
664,0,6.76513,88.0,18112929,43302248.336739436,76241302.49326146,61748241.6509762,74890278.83246753,31563412.166666668,47960499.58333333,106103214.875,58676788.25,108844943.57861853,18112929.0,47320074.166666664,77831515.49917515,87510819.76303792,46244868.8251073
1153,22000000,7.719173,175.0,50750000,43302248.336739436,56741648.80286738,42046170.6441758,74890278.83246753,58240906.93902439,120652374.0625,88082146.88227482,50750000.0,108844943.57861853,47563596.0,62680416.28571428,77669192.25,44175000.0,46244868.8251073
826,2700000,7.048957000000001,80.0,15992615,15992615.0,52341241.372887865,49383988.2651131,74890278.83246753,34471368.27619048,65347685.193125695,47127633.28541667,13100843.666666666,7917159.857142857,15878970.0,14808508.666666666,22778218.0,87510819.76303792,46244868.8251073
332,23000000,10.861339,139.0,5837674,43302248.336739436,94507366.42089015,64537804.663995616,32914473.666666668,5837674.0,44345959.23142008,21345123.063624337,84061698.12451862,108844943.57861853,2983394.5,96116219.25723067,77831515.49917515,87510819.76303792,5837674.0
2456,50000000,19.638605,106.0,549368315,383195451.5,173200680.7459514,102655566.9693019,74890278.83246753,259770067.38043478,250269436.44459066,393651446.76286453,346443274.1111111,549368315.0,383195451.5,549368315.0,264667258.66666666,383195451.5,46244868.8251073
2816,25000000,9.218002,130.0,86175291,43302248.336739436,86649128.31000103,80031713.48233086,74890278.83246753,121027440.78911564,93562951.56979167,111791843.18991598,249333265.45714283,95569797.33333333,488344056.625,492350058.25,376363339.2,365959856.6666667,46244868.8251073
2318,24000000,11.184385,137.0,41895491,43302248.336739436,30248421.939716313,53522944.13050852,74890278.83246753,78632878.60465117,75263227.67623717,63506271.211521365,43525119.0,108844943.57861853,28343926.0,96116219.25723067,286946179.0,80295038.83333333,41895491.0
465,3000000,2.4282790000000003,100.0,15369573,43302248.336739436,98830768.39675927,106859526.36581169,74890278.83246753,78793956.38619855,79363775.55092593,92647189.04166667,84061698.12451862,108844943.57861853,16020539.0,96116219.25723067,77831515.49917515,87510819.76303792,15369573.0
1267,16000000,10.264597,93.0,68411275,65022984.6,125915973.6790289,144185690.94249877,29099033.03125,67415098.52083334,90131086.7005439,84923225.94444445,84061698.12451862,108844943.57861853,83101628.55,84795773.75,77831515.49917515,87510819.76303792,46244868.8251073
2321,20000000,2.582818,105.0,21170563,43302248.336739436,33069167.720430106,44154931.81765135,74890278.83246753,115378927.05494505,11148235.858267717,71060155.28214286,194960160.5,108844943.57861853,21170563.0,96116219.25723067,77831515.49917515,87510819.76303792,21170563.0
1180,0,12.372036,87.0,24689703,43302248.336739436,39856593.41772152,62890956.44336569,74890278.83246753,128084269.57823129,52803846.52424242,51492329.73544973,84061698.12451862,56240199.333333336,25577422.666666668,96116219.25723067,47404266.4,87510819.76303792,24689703.0
726,50000000,16.838145,114.0,71561644,43302248.336739436,53562345.64908602,68845147.5360971,74890278.83246753,99175010.2,68796965.45396449,90756887.92401695,76613114.0,71561644.0,101174020.5,96116219.25723067,71561644.0,243118931.15789473,71561644.0
2985,80000000,13.334952,117.0,116643346,116643346.0,62389844.93808036,80031713.48233086,74890278.83246753,131298536.68491526,105494321.1410989,155834982.5632944,127175269.77666669,385748074.8666666,97281846.0,77550998.33333333,80385544.85714285,153152118.75,46244868.8251073
2643,75000000,6.540621,100.0,98159963,43302248.336739436,133321515.50911862,74376520.84330869,74890278.83246753,96222661.20444445,143710664.7142857,123064142.62844305,88286728.25,108844943.57861853,124427356.33333333,96116219.25723067,114736489.83333333,87510819.76303792,98159963.0
1298,10700000,1.0607090000000001,89.0,1238080,43302248.336739436,37977688.43349753,87290330.20141257,74890278.83246753,31010016.90909091,68904263.0,71291369.67074591,19014988.666666668,108844943.57861853,790933.0,1126293.25,77831515.49917515,87510819.76303792,46244868.8251073
2914,0,4.766826,94.0,2270658,43302248.336739436,44856002.263108104,52966554.25490094,74890278.83246753,7474682.791666667,55224649.82778093,104457360.43844697,2890488.3333333335,3686294.0,2270658.0,2270658.0,77831515.49917515,87510819.76303792,46244868.8251073
2705,8000000,0.863547,93.0,16093651,43302248.336739436,138764576.3345094,77922317.88855541,74890278.83246753,118752278.55597015,112822020.33333333,94961455.17380951,84061698.12451862,108844943.57861853,16093651.0,96116219.25723067,77831515.49917515,87510819.76303792,46244868.8251073
816,32000000,11.119707,96.0,60740827,43302248.336739436,34620949.12702694,57520122.76839483,74890278.83246753,175387260.03731343,75649460.40944977,75050125.93365559,52974659.70833333,93037486.7611111,23633258.0,60740827.0,62365682.666666664,282518065.6,46244868.8251073
1037,280379,8.913793,90.0,364937,364937.0,37434210.77419355,55184105.044117644,74890278.83246753,8527312.375,93803554.3606281,25888558.813492063,364937.0,108844943.57861853,364937.0,364937.0,364937.0,364937.0,46244868.8251073
2356,20000000,18.157166,119.0,23875127,43302248.336739436,27696055.1,44154931.81765135,74890278.83246753,60685662.953980096,51484906.33957328,34464979.16226415,23875127.0,40600323.425,11937576.0,53310488.666666664,77831515.49917515,43591666.666666664,46244868.8251073
967,0,7.832484,119.0,30229977,43302248.336739436,30656488.25958486,49383988.2651131,74890278.83246753,39258754.641975306,67194031.5,64329104.77246377,37563642.25,108844943.57861853,30229977.0,100523943.33333333,30229977.0,87510819.76303792,46244868.8251073
2435,0,3.967229,105.0,104507,43302248.336739436,58162022.609375,62890956.44336569,74890278.83246753,984275.5,13866013.52,128981782.05318181,84061698.12451862,104507.0,104507.0,96116219.25723067,104507.0,104507.0,104507.0
2369,0,9.503762,105.0,7865,43302248.336739436,43223263.41414142,70342913.60707615,32914473.666666668,7865.0,98760227.05847338,7865.0,84061698.12451862,108844943.57861853,7865.0,7865.0,77831515.49917515,87510819.76303792,46244868.8251073
2715,3000000,3.8912430000000002,94.0,216166,43302248.336739436,71739232.42460316,57579885.22997962,74890278.83246753,8367813.0,44044218.19295119,21705339.882183906,65491604.75,488524.5,216166.0,126461169.75,60081262.0,22206425.0,46244868.8251073
630,0,0.8974129999999999,116.0,12413650,43302248.336739436,39420877.07393163,49383988.2651131,74890278.83246753,63077460.527472526,27099798.884126987,50412944.849999994,27294629.666666668,108844943.57861853,12413650.0,96116219.25723067,22883901.14285714,87510819.76303792,12413650.0
1243,26000000,4.920175,94.0,38793283,43302248.336739436,122372370.66929293,124886907.82408157,74890278.83246753,112753646.49829932,54148051.77916666,49137561.457341276,41021476.65,108844943.57861853,38793283.0,96116219.25723067,33678329.375,87510819.76303792,38793283.0
2101,13500000,8.995603,124.0,19255873,43302248.336739436,26988698.404207468,54709175.04394154,74890278.83246753,35276382.00915751,25710634.080000002,43464169.61877829,19255873.0,108844943.57861853,15623137.0,15623137.0,19255873.0,45343951.777777776,46244868.8251073
2888,23000000,10.337689,97.0,36642838,36642838.0,40328888.48444444,57480991.83044257,74890278.83246753,137996801.75101644,38993672.37301587,59204607.69146825,210917717.95833334,36642838.0,23243746.0,96116219.25723067,206447052.0,104614383.2,36642838.0
2294,18000000,88.439243,110.0,20497844,43302248.336739436,94551440.13112311,77624868.93914053,74890278.83246753,65040398.30555555,46930186.576750696,37992955.89530105,91910696.59424603,31591215.654761903,10437220.5,40395081.25,112827769.27272727,150780605.9047619,46244868.8251073
2241,2000000,12.805294,108.0,572809,572809.0,104155476.99719888,61196513.8438836,74890278.83246753,636880.8333333334,18306159.27263765,16364174.156084657,572809.0,572809.0,572809.0,572809.0,572809.0,572809.0,46244868.8251073
451,23000000,5.950792,111.0,12,43302248.336739436,29709299.99330357,58752000.57797027,74890278.83246753,17040904.133333333,77657577.86255033,97320445.72954546,67097831.06666666,108844943.57861853,12.0,96116219.25723067,6697975.5,87510819.76303792,46244868.8251073
1981,10000000,5.872794,83.0,4417580,43302248.336739436,30248421.939716313,53522944.13050852,74890278.83246753,17794853.75,41038078.16190476,68231561.59666666,85368325.33333333,108844943.57861853,4417580.0,3861586.0,12491953.5,30944924.5,46244868.8251073
1609,50000000,17.126768,114.0,159773545,142235115.33333334,150006986.03390267,95760368.58183752,74890278.83246753,159325399.24,151889642.0398643,159048943.69633082,163628730.5125,108844943.57861853,130313649.0,103391280.94444443,43803611.5,153152118.75,46244868.8251073
2993,1135654,3.878515,149.0,1213880,43302248.336739436,124868708.68819714,121818553.91378097,74890278.83246753,1213880.0,62616899.7898024,1726784.1269841269,1213880.0,108844943.57861853,1213880.0,1213880.0,5838190.0,87510819.76303792,46244868.8251073
2129,7000000,11.370288,164.0,8373585,43302248.336739436,40144136.45555556,44154931.81765135,74890278.83246753,61200395.69565217,89465342.97099566,54996748.907522425,19358485.5,8373585.0,56533454.428571425,15686792.5,111056768.5,8373585.0,46244868.8251073
1879,8000000,3.8516529999999998,112.0,53086,43302248.336739436,49753494.817204304,44154931.81765135,74890278.83246753,53086.0,21517788.43434343,35735325.8214876,84061698.12451862,108844943.57861853,53086.0,96116219.25723067,77831515.49917515,87510819.76303792,53086.0
1776,5000000,14.970485,97.0,9114264,43302248.336739436,33508293.715679422,55712982.163571805,74890278.83246753,5834428.395833333,21650643.991666667,49870811.73361345,9576957.533333333,108844943.57861853,9114264.0,9114264.0,88545930.0,92667795.81818181,46244868.8251073
2915,40000000,9.48515,105.0,29918745,43302248.336739436,49062122.14309871,87290330.20141257,74890278.83246753,86519256.60416666,29918745.0,64509545.72156594,110084237.77777778,27889134.25,75690985.5,29918745.0,125996976.0,87510819.76303792,29918745.0
2257,0,1.4841090000000001,158.0,138000,43302248.336739436,27696055.1,44154931.81765135,17297053.666666668,138000.0,49674515.41374144,2379375.0,84061698.12451862,108844943.57861853,138000.0,96116219.25723067,138000.0,87510819.76303792,46244868.8251073
1885,12000000,5.799628,119.0,23,43302248.336739436,43412700.58878887,64144021.83683817,74890278.83246753,23.0,57226184.10627326,88486930.12439084,2948002.1666666665,29801982.5,40130953.0,19450019.166666668,119735676.33333333,23.0,46244868.8251073
156,20000000,8.759774,72.0,109862682,98633666.5,129731798.94455127,152309687.68825862,74890278.83246753,153570495.27105266,232952424.8125,128401174.53194445,84061698.12451862,108844943.57861853,109862682.0,96116219.25723067,77831515.49917515,87510819.76303792,109862682.0
2779,82000000,7.349842999999999,113.0,190320568,43302248.336739436,47947185.1009838,53522944.13050852,74890278.83246753,134371327.3105615,80997690.42196633,159298778.6203869,159670889.57142857,162766583.48958334,169176679.8,176995284.0,164372963.3529412,159851224.5,46244868.8251073
2847,75000000,12.949715,91.0,260696994,43302248.336739436,136469190.37970588,119142299.01466885,74890278.83246753,438194668.5,150202479.7,175767819.561683,379361460.7916666,236681057.5,440627588.9166666,121696019.03333335,77831515.49917515,272477633.0555556,46244868.8251073
1102,0,0.28820300000000004,90.0,119919,43302248.336739436,25272748.26760199,40915477.79512211,74890278.83246753,3832819.9930555555,11148235.858267717,119919.0,84061698.12451862,108844943.57861853,119919.0,96116219.25723067,77831515.49917515,87510819.76303792,119919.0
1473,20000000,5.990572,112.0,153698625,153698625.0,97021481.6174359,155413978.148278,74890278.83246753,105399750.1850631,116902210.27585413,128073354.16092592,228114203.0,108844943.57861853,59613462.333333336,153698625.0,100605383.0,75731776.71428572,153698625.0
263,0,6.972722999999999,133.0,17636261,43302248.336739436,75859198.01631548,49383988.2651131,29099033.03125,107612769.31428573,26317973.148584906,19219317.97222222,17870531.0,13901274.75,17636261.0,96116219.25723067,9965029.5,22947160.5,17636261.0
800,110000000,16.747792999999998,117.0,177238796,43302248.336739436,170705868.2077576,95306745.45495608,74890278.83246753,172569605.5265404,127059985.54692256,155453667.2539583,160472323.8125,108844943.57861853,84843600.33333333,164359955.5,115457743.16666667,87510819.76303792,46244868.8251073
362,2200000,1.132835,154.0,9700000,9700000.0,98016893.07614088,78224572.87750785,11553333.533333333,8550000.0,22859775.833333332,10444508.895614034,84061698.12451862,108844943.57861853,4850001.5,9700000.0,9700000.0,9700000.0,46244868.8251073
2885,0,4.966657,82.0,331816,43302248.336739436,58162022.609375,62890956.44336569,74890278.83246753,78632878.60465117,12890578.492559182,44642137.028499275,84061698.12451862,108844943.57861853,331816.0,96116219.25723067,77831515.49917515,87510819.76303792,331816.0
2669,4900000,11.494907000000001,81.0,148868835,43302248.336739436,98694863.28503788,61748241.6509762,74890278.83246753,177419030.5,71867244.60284062,153339822.1211111,166602998.0,148868835.0,148868835.0,148868835.0,827559097.5,189783813.0,148868835.0
1051,68000000,10.466306,121.0,29762011,43302248.336739436,55962564.62672047,122191153.00488417,74890278.83246753,81074789.46376811,108642023.06154656,86144270.94901147,56266368.84126984,42603130.333333336,29762011.0,96116219.25723067,46484224.8,45873827.6,29762011.0
1964,28000000,8.318954,114.0,103173635,43302248.336739436,76421091.30035067,53886310.991197295,74890278.83246753,111181926.48,53687409.44196428,80924674.7577233,94428559.0,62815705.5,113372995.33333333,53391211.666666664,111056768.5,87510819.76303792,46244868.8251073
1643,110000000,17.159576,119.0,333011068,293595057.0,146255091.98051348,117849904.20057213,74890278.83246753,267808194.46153846,170632719.83379096,257670757.47799796,460105714.8333334,195312802.0,93488760.0,349012500.6666667,153217222.15384614,170578075.83333334,46244868.8251073
1228,1750000,4.250819,109.0,2200000,43302248.336739436,133772454.6486387,108851281.10103673,74890278.83246753,25093937.95934959,60535469.335244365,7499779.190476189,2200000.0,108844943.57861853,2200000.0,96116219.25723067,85582103.2,2200000.0,4050626.1666666665
858,59000000,17.328902,81.0,383257136,584865942.75,144494038.510817,132427382.42529051,74890278.83246753,329190421.16,293784594.2505208,302878139.4891484,521578081.0,236681057.5,304126921.3333333,551067029.6666666,77831515.49917515,94084790.57142857,46244868.8251073
893,0,2.564695,89.0,386749,43302248.336739436,4076223.222222222,4861088.567567567,74890278.83246753,386749.0,106749678.93363352,150661104.3937729,84061698.12451862,108844943.57861853,386749.0,96116219.25723067,77831515.49917515,87510819.76303792,46244868.8251073
1853,0,3.9282779999999997,93.0,3090862,43302248.336739436,54938473.196240604,71979231.33560306,74890278.83246753,45700784.81907895,41005329.875,26127317.375,3090862.0,3090862.0,27493216.333333332,3090862.0,14467237.5,87510819.76303792,46244868.8251073
1708,20000000,4.444724,101.0,17432163,43302248.336739436,29709299.99330357,58752000.57797027,74890278.83246753,49375338.145833336,51100761.56013942,48256266.00420673,43008827.5,108844943.57861853,17432163.0,17432163.0,100605383.0,51406562.76923077,46244868.8251073
2578,0,0.209191,11.0,97,43302248.336739436,112794984.87973967,53522944.13050852,74890278.83246753,3832819.9930555555,33670698.666666664,97.0,84061698.12451862,108844943.57861853,97.0,96116219.25723067,77831515.49917515,87510819.76303792,46244868.8251073
2319,24000000,8.407519,146.0,33208099,43302248.336739436,95046875.2404628,74941204.11317246,74890278.83246753,72195012.74000001,34345485.370370366,37888464.569230765,33208099.0,108844943.57861853,33208099.0,96116219.25723067,52639415.0,22354049.5,46244868.8251073
864,0,2.2013700000000003,87.0,2642899,43302248.336739436,6823172.666666667,4861088.567567567,74890278.83246753,46832713.41854637,45682255.897435896,2642899.0,110084237.77777778,2642899.0,2269571.5,96116219.25723067,77831515.49917515,87510819.76303792,46244868.8251073
194,0,13.762328,90.0,13168027,13168027.0,39433070.549815655,71062518.06616098,74890278.83246753,34035860.89722222,64360254.41813489,13908187.133333333,15018829.291666668,108844943.57861853,11833860.5,11833860.5,13168027.0,13168027.0,46244868.8251073
1720,4437508,3.7790769999999996,155.0,2804874,43302248.336739436,30100860.29314421,53886310.991197295,23938687.175,35667689.14285714,13003804.0,7430022.791666667,46250560.233333334,108844943.57861853,2804874.0,2804874.0,77831515.49917515,87510819.76303792,46244868.8251073
1691,0,10.001517,108.0,5240,43302248.336739436,53869434.81818182,111689703.95945945,74890278.83246753,5240.0,36611923.21145833,140229869.6,5240.0,108844943.57861853,5240.0,96116219.25723067,77831515.49917515,87510819.76303792,5240.0
2875,0,2.166081,89.0,25,43302248.336739436,59149099.47323049,58752000.57797027,74890278.83246753,3832819.9930555555,19032345.45930736,58747238.604166664,400430.6666666667,108844943.57861853,1201242.0,96116219.25723067,77831515.49917515,87510819.76303792,1201242.0
5,0,1.1480700000000001,118.0,3923970,43302248.336739436,62178458.4777551,90001041.10864711,12579222.388888888,3832819.9930555555,11148235.858267717,3433766.25,84061698.12451862,108844943.57861853,3923970.0,96116219.25723067,77831515.49917515,87510819.76303792,3923970.0
821,4000000,5.350658,99.0,9221,43302248.336739436,44574493.31171784,61157382.90593133,74890278.83246753,1564850.375,29338031.503919955,10042501.63695652,1857919.65,1997199.0666666667,54783.0,96116219.25723067,9221.0,9221.0,54783.0
693,30000000,8.587129,108.0,180622424,43302248.336739436,30700152.10638298,58752000.57797027,74890278.83246753,73997301.91525424,155841453.40205127,119036428.5704117,153408804.16500002,177391759.26666668,158311212.0,180622424.0,125996976.0,80295038.83333333,46244868.8251073
